simulator,sequence,file,width,height,duration_s,n_events,events_per_second,events_per_pixel,on_fraction,active_pixel_fraction,delay_inter_event_per_pixel_us,pixels_with_delay,pixels_with_delay_fraction
dvs_voltmeter,local_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\dvs_voltmeter\local_robust\events.npz,346,260,34.982304,33040191,944482.9877414593,367.2764673188084,0.52361719095389,1.0,95225.14103287338,89960,1.0
dvs_voltmeter,local_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\dvs_voltmeter\local_unstable\events.npz,346,260,17.021561,27314860,1604721.2121144473,303.63339261894174,0.5149522274688576,1.0,56956.20928104244,89960,1.0
dvs_voltmeter,varying_robust-008,C:\Users\yazid\Desktop\data simulated brut\unified_data\dvs_voltmeter\varying_robust-008\events.npz,346,260,35.755498,38652109,1081011.625121261,429.6588372610049,0.514692303077175,1.0,77888.1212875484,89960,1.0
iebcs,dark_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\dark_aggresive\events_from_dat.npz,346,260,16.455227,1635695,99402.76120165343,18.182469986660738,0.5187556359834811,1.0,1393021.9321678407,87085,0.9680413517118719
iebcs,dark_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\dark_robust\events_from_dat.npz,346,260,34.955406,1623352,46440.65641806592,18.04526456202757,0.5690552634302357,1.0,3199959.3272010223,89960,1.0
iebcs,dark_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\dark_unstable\events_from_dat.npz,346,260,20.410275,1327843,65057.57516740956,14.76037127612272,0.5428427909022376,1.0,2572307.12203237,89960,1.0
iebcs,global_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\global_aggresive\events_from_dat.npz,346,260,16.824025,11493108,683136.6453628071,127.75798132503334,0.47179466163547756,1.0,153130.3881087288,89960,1.0
iebcs,global_robust-007,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\global_robust-007\events_from_dat.npz,346,260,51.806633,20210143,390107.24746385275,224.65699199644285,0.4900615003070488,1.0,384274.77140501904,89960,1.0
iebcs,global_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\global_unstable\events_from_dat.npz,346,260,23.897457,13973799,584739.9997413951,155.3334704313028,0.4788820849648689,1.0,214313.6830914366,89960,1.0
iebcs,local_aggressive,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\local_aggressive\events_from_dat.npz,346,260,13.405756,15936442,1188776.074993458,177.1503112494442,0.4634314234005307,1.0,81275.2435060287,89960,1.0
iebcs,local_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\local_robust\events_from_dat.npz,346,260,34.98918,26063182,744892.6210902914,289.7196754112939,0.47931261808324094,1.0,143316.5065121812,89960,1.0
iebcs,local_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\local_unstable\events_from_dat.npz,346,260,17.026457,16513804,969890.7999473995,183.56829702089817,0.47074447534922903,1.0,104419.50545623501,89960,1.0
iebcs,varying_robust-008,C:\Users\yazid\Desktop\data simulated brut\unified_data\iebcs\varying_robust-008\events_from_dat.npz,346,260,35.759092,34700469,970395.6968482309,385.73220320142286,0.46875478829983536,1.0,88978.51941743775,89960,1.0
pix2nvs,dark_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\dark_aggresive\events.npz,346,260,16.922174,433568,25621.294285237822,4.819564250778123,0.49667872167687654,0.8691640729212984,1575736.0506035518,67752,0.7531347265451311
pix2nvs,dark_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\dark_robust\events.npz,346,260,35.016801,599355,17116.2123004897,6.662461093819475,0.4960215565065779,0.8720875944864385,1574753.7560801865,73559,0.8176856380613606
pix2nvs,dark_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\dark_unstable\events.npz,346,260,20.542041,370711,18046.454098694478,4.1208425967096485,0.4926155414864949,0.8262338817252112,1494863.4461623023,64021,0.7116607381058249
pix2nvs,global_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\global_aggresive\events.npz,346,260,16.889017,8550304,506264.1597198937,95.04562027567808,0.49647100266844313,1.0,163234.98966116592,89960,1.0
pix2nvs,global_robust-007,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\global_robust-007\events.npz,346,260,51.870905,11588476,223409.94436090905,128.81809693196976,0.5003514698567784,1.0,577707.2416239638,89960,1.0
pix2nvs,global_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\global_unstable\events.npz,346,260,23.962652,9729910,406044.7900340914,108.15818141396176,0.5017085461222149,1.0,236283.2989760125,89960,1.0
pix2nvs,local_aggressive,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\local_aggressive\events.npz,346,260,13.472904,9271776,688179.474892718,103.06554024010671,0.49988071325277916,1.0,113724.6607577234,89960,1.0
pix2nvs,local_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\local_robust\events.npz,346,260,35.054977,12114810,345594.57848168036,134.6688528234771,0.49968328021652836,1.0,251609.71607200976,89960,1.0
pix2nvs,local_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\local_unstable\events.npz,346,260,17.092811,9242537,540726.5662739733,102.74051800800356,0.503415025549803,1.0,159994.4352654365,89960,1.0
pix2nvs,varying_robust-008,C:\Users\yazid\Desktop\data simulated brut\unified_data\pix2nvs\varying_robust-008\events.npz,346,260,35.82558,14999131,418670.988718117,166.73111382836817,0.4877617243292295,1.0,201846.37037086225,89960,1.0
v2e,dark_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\dark_aggresive\events.npz,346,260,16.923689,6708352,396388.2815383809,74.57038683859493,0.5039169083554351,0.9152289906625167,115724.11753300602,80761,0.8977434415295686
v2e,dark_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\dark_robust\events.npz,346,260,35.019066,3248407,92761.09762607604,36.109459759893284,0.5056459981769525,0.820664739884393,266094.3526237332,71138,0.7907736771898621
v2e,dark_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\dark_unstable\events.npz,346,260,20.543752,4143591,201695.92195232885,46.06037127612272,0.5043219757934603,0.837894619831036,160985.3986041214,73282,0.8146064917741218
v2e,global_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\global_aggresive\events.npz,346,260,16.890524,59277063,3509486.324995009,658.9268897287683,0.4999564671414304,1.0,31980.54457732176,89960,1.0
v2e,global_robust-007,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\global_robust-007\events.npz,346,260,51.872084,73845078,1423599.5993529004,820.8656958648288,0.5051177547676231,1.0,89963.57401471311,89960,1.0
v2e,global_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\global_unstable\events.npz,346,260,23.963587,64203784,2679222.6055306327,713.6925744775456,0.4996632129969162,1.0,48120.31858051398,89960,1.0
v2e,local_aggressive,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\local_aggressive\events.npz,346,260,13.473876,69354241,5147311.805452269,770.9453201422855,0.4990215378465464,1.0,18203.246022817802,89960,1.0
v2e,local_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\local_robust\events.npz,346,260,35.056439,76048299,2169310.4368073437,845.3568141396177,0.49933832182097854,1.0,42849.530280859515,89960,1.0
v2e,local_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\local_unstable\events.npz,346,260,17.093991,62932338,3681547.3928820956,699.5591151622943,0.4998817460110889,1.0,26165.374798375917,89960,1.0
v2e,varying_robust-008,C:\Users\yazid\Desktop\data simulated brut\unified_data\v2e\varying_robust-008\events.npz,346,260,35.826793,102752222,2868027.3447863446,1142.198999555358,0.5030874952757712,1.0,29380.949033417503,89960,1.0
vid2e,dark_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\dark_aggresive\events.npz,346,260,16.0,11347695,709230.9375,126.14156291685194,0.5009200546895206,0.913706091596265,54665.75627222022,82197,0.913706091596265
vid2e,dark_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\dark_robust\events.npz,346,260,34.0,6444819,189553.5,71.64094041796353,0.5000163697382347,0.8360271231658515,134703.34545047994,75209,0.8360271231658515
vid2e,dark_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\dark_unstable\events.npz,346,260,20.0,7718639,385931.95,85.80078923966207,0.500029085438508,0.84568697198755,70853.69495917787,76078,0.84568697198755
vid2e,global_aggresive,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\global_aggresive\events.npz,346,260,16.0,65719630,4107476.875,730.5427967985771,0.4996395140995164,1.0,30562.332102005686,89960,1.0
vid2e,global_robust-007,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\global_robust-007\events.npz,346,260,51.0,87863017,1722804.2549019607,976.6898288128057,0.5046295189248965,1.0,84378.11278526089,89960,1.0
vid2e,global_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\global_unstable\events.npz,346,260,23.0,72411786,3148338.5217391304,804.933148065807,0.4997738213500217,1.0,45801.963779108264,89960,1.0
vid2e,local_aggressive,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\local_aggressive\events.npz,346,260,13.0,79137852,6087527.076923077,879.7004446420632,0.49930779015836824,1.0,17155.01853425806,89960,1.0
vid2e,local_robust,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\local_robust\events.npz,346,260,34.0,99660130,2931180.294117647,1107.8271453979546,0.4996518467314863,1.0,36022.6875591015,89960,1.0
vid2e,local_unstable,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\local_unstable\events.npz,346,260,17.0,76106934,4476878.470588235,846.0086038239217,0.5001075986059299,1.0,23389.715712495912,89960,1.0
vid2e,varying_robust-008,C:\Users\yazid\Desktop\data simulated brut\unified_data\vid2e\varying_robust-008\events.npz,346,260,35.0,151349486,4324271.028571429,1682.4086927523344,0.5029151073562285,1.0,20223.958914863666,89960,1.0
